feature,class
"[-2.9474783e+02  8.0387611e+01 -7.9788966e+00  2.6297098e+01
 -3.3574063e-01  1.0839756e+00 -1.0755694e+01  4.6711664e+00
 -8.7543554e+00  8.2948666e+00 -1.0282174e+01  9.0817480e+00
 -1.0506065e+01  3.3322711e+00 -2.0449681e+00  6.5915960e-01
 -6.4578767e+00  4.2752981e+00 -4.1524420e+00  2.4052920e+00
 -6.8466721e+00  4.7557259e+00 -5.3681765e+00 -1.9803936e+00
 -2.1037097e+00  1.2468718e+00 -9.8707467e-01  2.1426716e+00
  1.1181704e+00  2.1178617e+00  6.5049517e-01  2.8532941e+00
  3.0192578e+00  1.8956112e+00  2.7310672e+00  1.2447555e-01
  1.3548356e+00  3.6110098e+00  6.4332361e+00  7.7633753e+00]",Bill Burr
"[-3.49981354e+02  7.50083847e+01  2.46822619e+00  3.18233547e+01
  4.47964334e+00  7.85242319e+00 -9.24079323e+00 -2.03644943e+00
 -1.26140099e+01  9.93998623e+00 -1.33537445e+01  5.99370337e+00
 -9.38482857e+00  1.12970567e+00 -3.96694303e+00 -1.85344845e-01
 -9.82592869e+00  8.64071548e-01 -7.62448072e+00 -2.44010878e+00
 -1.12877417e+01  2.19994873e-01 -7.82853270e+00 -5.49661541e+00
 -3.49568582e+00 -6.58829021e+00 -4.76982498e+00 -5.35621691e+00
 -4.73253822e+00 -4.21138144e+00 -4.94648647e+00 -2.71111178e+00
 -5.08158016e+00 -3.85875726e+00 -4.11224318e+00 -2.41438103e+00
 -4.72937632e+00 -3.50797200e+00 -3.26674032e+00 -2.82346082e+00]",Andrew Santino
"[-3.0070889e+02  6.0972519e+01 -8.4496384e+00  1.8650103e+01
 -2.2178986e+01 -1.1580331e+00 -1.5448307e+01 -1.4979293e+01
 -1.6582432e+01 -8.9172268e+00 -1.1265933e+01 -8.1382437e+00
 -1.3816948e+01 -6.6659231e+00 -1.9191753e+01 -1.9827737e+00
 -1.0957641e+01 -8.7133312e+00 -8.8477545e+00 -5.8173900e+00
 -5.0167894e+00 -8.7486210e+00 -6.1395202e+00  6.7308140e-01
 -2.1014102e+00  8.3531780e+00  6.9519444e+00  5.6935539e+00
  5.4359303e+00  9.0311444e-01 -1.0584821e+00 -2.9659089e-01
 -1.3637158e+00  1.1826400e+00 -7.6080769e-01 -1.6959054e+00
 -2.3782637e+00 -1.4473411e+00 -1.1567277e+00 -2.5608044e+00]",Sarah Silverman
"[-4.1655038e+02  4.1863457e+01 -1.3706161e+00  2.3406567e+01
 -1.4793172e+01 -1.9502531e+01 -2.5350309e+01  1.1253189e-01
  3.1233027e+00  2.0679603e+00  1.6826129e+00  3.3405261e+00
 -1.1273444e+01 -8.7748709e+00 -4.9161921e+00 -6.1033587e+00
 -2.1451330e+00 -3.7451355e+00 -9.1446056e+00  1.4089104e+00
 -4.4732428e+00 -1.0697481e+01 -8.4467077e+00 -3.9030666e+00
 -9.5036879e+00 -7.6926794e+00 -4.0242386e+00 -8.8888521e+00
 -6.9937539e+00 -4.3216763e+00 -3.2450998e+00 -3.7460649e+00
 -2.8419950e+00  2.2139347e+00 -7.4206665e-03 -1.1181488e+00
  2.2372928e+00 -2.2547398e+00 -5.1872482e+00 -3.1321999e-01]",Sarah Silverman
"[-3.0405649e+02  6.1979542e+01 -1.5633189e+01 -1.6473477e-01
 -1.7857748e+01 -7.1845818e+00 -2.3071648e+01 -1.0627877e+01
 -2.3736622e+01 -1.4528634e+01 -1.6124557e+01 -8.9940491e+00
 -1.7607122e+01 -4.8327427e+00 -1.5023332e+01 -9.7668129e-01
 -1.2533533e+01 -2.5135372e-02 -2.4182999e+00  6.5185242e+00
  6.7616410e+00  4.3638248e+00  1.9224584e+00  3.8182814e+00
 -3.7982411e+00  4.8085427e+00 -2.1999097e+00  7.3278737e-01
  2.0514095e+00 -2.3942015e-01  1.1075341e+00 -1.8942910e+00
 -3.8210866e-01  3.1024352e-01 -2.0568929e+00  4.7676572e-01
 -1.1806600e+00 -4.0384626e-01 -1.2272799e+00 -1.2881849e+00]",Sarah Silverman
"[-6.3937653e+02  4.1721428e+01  1.6706593e+01  1.9587448e+01
  1.0801764e+01  1.1055993e+01  4.6803699e+00  7.0650120e+00
  4.9210644e+00  8.8841724e+00  2.4947681e+00  8.5352039e+00
  9.0683812e-01  6.7555418e+00  2.1780293e+00  4.9991789e+00
  8.1840116e-01  3.2671795e+00  7.5272965e-01  2.4110122e+00
 -1.2112159e+00  3.2067251e+00 -1.5428194e+00  1.3696817e+00
  1.4415790e-01  6.0320425e-01  1.4232093e-01  1.4087572e+00
  1.7730986e+00  9.6641392e-01  7.7191216e-01  1.9092596e+00
  2.5305766e-01  2.0720060e+00  5.6314540e-01  1.7967966e+00
  8.9947230e-01  1.1814646e+00  2.3215749e+00  1.6553859e+00]",Bill Burr
"[-2.8086032e+02  7.4602745e+01 -6.3124781e+00  4.5410637e+01
 -1.4402214e+01 -4.3095574e-01 -5.9408932e+00  2.1388867e+00
 -1.8047382e+01  3.8386126e+00 -1.4296285e+01  1.0776185e+01
 -1.4550225e+01  6.5556159e+00 -6.0058708e+00 -5.6009519e-01
 -7.6268768e+00  6.7641473e+00 -8.4865513e+00  3.3843081e+00
 -7.6742120e+00  2.1703269e+00 -7.9985805e+00  1.0695235e+00
 -2.8465376e+00 -2.6823324e-01 -3.5893929e+00 -1.0123777e+00
 -3.8012054e+00 -2.3601303e+00 -3.0872068e+00 -1.7346001e+00
 -4.6546483e+00 -1.1147285e+00 -4.4272990e+00 -3.4373207e+00
 -3.9893367e+00 -3.1665576e+00 -2.1845753e+00 -2.9128652e+00]",Bill Burr
"[-426.26047      56.260574     -8.368236      8.967277     -6.989378
   -3.8945215    -7.336711    -11.353072     -8.227238      4.3989663
  -10.938784     -1.3783486    -1.3907065    -2.6176445    -3.084249
   -3.2245777    -3.8231502    -3.2956824    -5.5310373    -2.5757167
   -6.0468383    -1.9294769    -3.2399998    -1.6282907    -3.4189591
   -0.82670635   -2.467969     -1.6907334    -1.6299237    -1.2250308
    0.6994076     1.0513421     2.2483916     0.9263021     0.8090596
    1.4179313     1.2875737     1.5962623     0.7833114    -0.8974893 ]",Sofia Franklyn
"[-397.6617      81.81275     -3.2454703   33.60447      2.535908
   -2.4719744  -16.758373    -3.4693139  -16.24315      7.072658
  -25.616835     2.470178    -7.050811    -2.775936    -6.529947
   -5.697578   -11.732629    -3.5197034   -5.178278    -4.4075313
  -13.08863     -2.8434737   -6.343512    -6.446557    -5.439428
   -6.4211893   -5.473342    -8.234982    -2.9934309  -10.637702
   -2.597093    -7.037201    -5.252637    -4.67762     -4.917411
   -6.1558394   -4.38827     -4.9009695   -6.0427837   -2.2757566]",Andrew Santino
"[-2.5944592e+02  6.8248024e+01 -3.2041264e+01 -2.5604627e+00
 -3.9825871e+01  8.4449072e+00 -1.9442930e+01 -4.4345031e+00
 -1.9278704e+01 -1.6956742e+00 -8.4217472e+00 -4.4821420e+00
 -1.6559364e+01 -5.9776101e+00 -1.8206400e+01 -1.8320434e+00
 -1.3029683e+01 -6.0051918e+00 -1.0847234e+01 -1.0506220e+00
 -8.6436539e+00 -5.4905462e+00 -4.7651033e+00 -3.4450464e-02
 -2.4003954e+00  2.7066731e+00 -4.6282887e+00 -1.1203408e+00
 -1.5051702e+00 -3.0697255e+00 -2.5336437e+00 -2.1210785e+00
  1.0781405e+00  1.8129059e+00  2.8614397e+00  3.9309714e+00
  5.9612212e+00  8.1646824e+00  6.4898195e+00  2.2323334e+00]",Sarah Silverman
"[-3.4882199e+02  3.6170128e+01 -2.3818213e+01  9.7407570e+00
 -1.4241660e+01 -1.4231372e+01 -2.3722345e+01 -8.9976683e+00
 -1.6023472e+01  6.0407257e+00 -1.9026575e+01 -4.5170504e-01
 -1.0776155e+01 -4.0406313e+00 -4.8148994e+00 -8.0633936e+00
 -9.4306564e+00 -3.1734136e-01 -9.6984234e+00  3.0016971e+00
 -7.8299003e+00 -1.7426537e+00  1.5531352e+00 -1.5280792e+00
  8.9775229e+00  3.2212703e+00  3.2551718e+00  1.3564208e-01
 -3.8498631e-01  2.2006239e-01  5.5677843e-01  2.5321350e+00
 -1.5724954e-01 -9.5176029e-01 -6.0545808e-01  9.2633188e-01
  8.7868029e-01 -2.0893297e+00 -1.1413996e+00 -6.9024540e-02]",Andrew Santino
"[-4.2035242e+02  5.8754955e+01 -6.8231044e+00  1.4083384e+01
 -2.6593592e+01 -6.9856720e+00 -5.1916709e+00 -1.1351192e+01
 -4.0928812e+00  7.3263252e-01 -1.0965751e+01 -1.8919045e+00
 -6.1343255e+00  3.5827467e+00 -4.5452585e+00 -3.7855520e+00
 -8.1302261e+00 -3.0915122e+00 -4.6897144e+00 -2.0741954e+00
 -3.2031279e+00 -4.7563105e+00 -4.7645512e+00 -8.0064738e-01
 -6.3823590e+00  8.6446419e-02 -4.5694370e+00 -2.1952848e+00
  1.9473139e+00 -6.9393009e-01  2.5129523e+00  1.8664360e+00
  2.9581316e+00  1.3978927e+00 -2.3212834e-01 -8.3740455e-01
 -2.8701785e+00 -1.1687515e+00 -2.5580366e+00 -1.1350300e+00]",Sofia Franklyn
"[-3.4810886e+02  7.4545570e+01 -2.7676377e+00  2.9028816e+01
  1.4402226e+00 -1.2862298e+00 -6.0584582e-02 -6.6066885e-01
 -6.9506588e+00  3.3667009e+00 -8.8945045e+00  2.9845686e+00
 -9.3599081e+00  3.2935157e-02 -2.1110945e+00  5.8424354e-01
 -4.6829677e+00  1.6240213e+00 -4.0414944e+00 -1.8436762e+00
 -4.1048875e+00 -4.4473863e-01 -2.6486099e+00 -2.7453976e+00
 -2.8884552e+00 -5.4639244e-01 -3.3796275e+00 -2.2335413e+00
 -3.2512647e-01 -1.5301219e+00 -1.1592027e+00 -2.1165955e+00
 -3.0428033e+00 -1.9122241e+00 -1.5990237e+00 -2.3000841e+00
 -1.5331149e-01 -3.2522142e-01  1.2648337e+00  8.7990135e-01]",Bill Burr
"[-3.9676654e+02  1.0518844e+02 -1.8054051e+00  3.0418663e+01
  5.1526823e+00  7.4095550e+00 -1.2138060e+01 -6.6074147e+00
 -9.7803049e+00  6.5459437e+00 -1.1257680e+01  7.3006096e+00
 -1.0978422e+01  6.7928715e+00 -3.5347075e+00  3.4943061e+00
 -9.7372246e+00  5.1592155e+00 -4.4421501e+00 -5.1104574e+00
 -7.8697109e+00 -1.5951476e+00 -7.3663125e+00 -2.3105161e+00
 -5.1673808e+00 -7.7371436e-01 -3.5753462e+00 -1.9174955e+00
 -5.7419729e-01 -2.5438149e+00 -1.0688157e+00 -2.8211775e+00
 -2.5451336e+00 -5.5539006e-01 -1.7302516e+00 -1.8952584e-01
 -2.8772032e+00 -2.3434367e+00 -9.6981466e-01 -2.4866600e+00]",Bill Burr
"[-2.0586012e+02  7.7415939e+01 -5.7144852e+01  8.8553247e+00
 -3.3916798e+01 -1.8383217e+01 -1.6590075e+01 -1.3840450e+01
 -3.0207424e+01  6.7447162e+00 -1.6156015e+01  3.0863521e+00
 -1.0295374e+01  1.8725100e+00 -8.4562426e+00 -1.0190244e+01
 -8.7869511e+00  2.3475374e-01 -7.2557225e+00  9.0618652e-01
 -2.7556963e+00 -3.2957940e+00  7.2011906e-01  6.1292338e+00
 -1.1845603e+00  1.0508361e+01  3.3313754e+00  4.9935632e+00
 -2.7833972e-02 -1.9392340e+00  1.2250948e+00 -1.1851153e+00
 -6.7858446e-01 -3.2860954e+00 -5.0083785e+00 -3.3710768e+00
 -2.6072514e+00  5.6181312e-01 -8.6847913e-01 -1.5878654e+00]",Sofia Franklyn
"[-305.92075      99.86272      -3.7363126    52.61048     -34.59051
  -14.762177     -6.388185     -7.459103    -27.573618    -26.350214
   -6.2492747    -2.5272083   -10.212108    -13.665983     -4.5707974
  -18.004002     -6.2116494    -8.154326     -6.540616      1.5837318
   -0.39917064   -1.3237493     1.8589327     9.516911      3.8850648
    6.0449896    -2.404965     -1.844217     -7.287106    -11.751997
   -4.472947    -11.38583      -8.225357     -9.094058     -8.623814
   -7.218497     -7.190828     -8.710629     -9.068114     -7.5122905 ]",Sarah Silverman
"[-3.34961853e+02  8.59736023e+01 -1.22933273e+01  2.09314213e+01
 -5.33602715e+00 -6.11574745e+00 -3.28418808e+01 -5.75737906e+00
 -1.92831993e+01  1.22591715e+01 -2.51465683e+01  3.96816921e+00
 -1.23458414e+01 -1.64843559e+00 -8.47507763e+00 -6.86242056e+00
 -1.15260210e+01 -2.69468737e+00 -1.33318901e+01  1.97369099e+00
 -1.71014900e+01 -4.33097315e+00 -5.48783112e+00 -9.73543262e+00
 -3.08252859e+00 -8.47564411e+00 -5.80108547e+00 -7.71806622e+00
 -5.74608469e+00 -5.01233912e+00 -3.25699973e+00 -7.97591984e-01
 -2.18103004e+00  2.23512149e+00  6.90016031e-01  1.93154991e+00
  9.69058633e-01 -1.47584423e-01  9.93637681e-01  2.58251286e+00]",Andrew Santino
"[-3.5367554e+02  6.9590607e+01  6.3175621e+00  2.6976252e+00
 -1.5235230e+01  9.7008133e-01 -1.1660716e+01 -1.4601797e+01
 -1.7434053e+01 -1.3168301e+01 -1.2247605e+01 -6.0600233e+00
 -1.5265577e+01 -3.0228984e+00 -1.4408829e+01 -2.3271747e+00
 -1.2874423e+01 -5.8426752e+00 -9.1221905e+00 -6.5945673e+00
 -7.5907383e+00 -8.4858980e+00 -6.2878318e+00 -2.0757160e+00
 -6.7949390e+00 -3.0393028e+00 -6.0642219e+00 -4.3939638e+00
 -2.0501506e+00  1.8143873e-01  3.6559439e+00  7.4364738e+00
  7.2567329e+00  8.9850502e+00  4.4528351e+00  3.3258095e+00
  3.0518687e+00  2.4183338e+00  5.3449268e+00  4.1683674e+00]",Sarah Silverman
"[-3.42769287e+02  5.12162437e+01 -4.22689259e-01  3.72856522e+01
 -1.64062607e+00 -5.05225658e+00 -3.23138275e+01 -5.31383790e-02
 -1.83369541e+01  7.97708750e+00 -2.40043488e+01  1.09896886e+00
 -1.44139156e+01 -4.46116805e-01 -7.43423939e+00 -5.91807747e+00
 -1.19417925e+01  1.62093246e+00 -1.43099966e+01  2.52919412e+00
 -1.40464926e+01 -2.51634741e+00 -5.23637676e+00 -9.41406536e+00
 -1.18425703e+00 -7.09583282e+00 -5.84307098e+00 -5.61335421e+00
 -4.63881874e+00 -3.97520781e+00 -5.69909668e+00 -1.08847880e+00
 -4.29345322e+00  2.85652781e+00 -4.94277507e-01  1.20292497e+00
  3.09941113e-01 -1.91294587e+00  9.16777134e-01  2.46372104e+00]",Andrew Santino
"[-2.5658450e+02  6.1274105e+01 -1.5617555e+01  2.7519659e+01
 -7.5282412e+00 -1.4746017e+01 -2.5893230e+01 -1.3484336e+01
 -2.8609747e+01 -3.1981313e+00 -1.9470497e+01 -1.6297699e+00
 -1.1164237e+01  3.9979973e-01 -9.3840618e+00 -6.8809080e+00
 -1.0141381e+01 -1.2969506e+00 -1.6527987e+01 -4.0467453e+00
 -1.0015503e+01 -8.1146669e+00 -9.2719030e+00  2.5034133e-01
 -1.1527733e+01  2.6245477e+00 -6.3212214e+00  1.3448045e+00
  1.2652874e+00  4.8159852e+00  1.2282715e+01  1.0100336e+01
  1.0036936e+01  3.6138546e+00  8.4856594e-01  2.2388716e+00
  1.5356232e+00  1.2177430e+00 -4.0707431e+00 -2.7671368e+00]",Sofia Franklyn
"[-279.1099      99.996216   -22.090544    27.00779    -14.663701
  -25.668432   -27.117004   -15.208235   -12.5573435   -8.474474
  -28.133583    -3.9105134   -8.965018     4.781059   -10.889569
  -12.389937   -14.205874    -3.1316168   -7.2656283   -1.1525772
   -8.258738    -9.491907    -4.8608737   -2.7727847  -10.636325
   -5.87282     -5.251151    -1.7161541    6.8055553    4.101137
    6.962491     3.3974388    6.6828966    4.1292176    3.1486125
    1.7427217   -1.3328292   -1.1301037   -3.1735342   -1.3118559]",Sofia Franklyn
"[-3.8880112e+02  4.4304520e+01 -8.5286379e+00  1.6193716e+01
 -1.8513252e+01 -8.5682211e+00 -1.7733547e+01 -7.6574197e+00
 -1.5428615e+01 -5.3715243e+00 -1.0254321e+01 -3.5063787e+00
 -1.1922428e+01 -5.4278922e+00 -1.5289933e+01 -7.2185311e+00
 -1.1345305e+01 -5.0214539e+00 -9.3954363e+00 -2.5130553e+00
 -4.1308165e+00 -4.2419004e+00 -3.6430693e+00  1.0615375e+00
 -1.7766798e+00  1.3637170e+00  7.1900719e-01  1.2955263e+00
  2.1404719e+00  2.7202675e+00  2.2665062e+00  2.3701828e+00
  1.7368457e+00  3.6484110e+00  1.6201838e+00  2.0935822e+00
  1.3892220e+00  9.4209737e-01  6.0888857e-01 -2.7800542e-01]",Sarah Silverman
"[-3.0168698e+02  5.9461548e+01 -6.7480650e+00  3.5143593e+01
  2.0365970e+00 -4.4523659e+00 -1.5176261e+01 -3.1726091e+00
 -3.9638200e+00  8.1789082e-01 -1.5075748e+01  9.4512358e+00
 -1.1387001e+01  7.5719733e+00 -9.9160916e-01 -3.6210895e+00
 -5.1361833e+00  6.7928066e+00 -7.5240431e+00  5.6477678e-01
 -6.4596267e+00  1.0025674e+00 -6.3909554e+00 -1.3613759e+00
 -1.4446294e+00  1.4965651e+00  1.9460116e-01  2.4817321e+00
  3.6469812e+00  1.7159829e+00  1.1209315e+00  6.6498148e-01
 -6.5170728e-02  6.9286168e-01  1.7431158e+00  1.7513995e+00
  2.7985392e+00  4.1956801e+00  4.2425056e+00  5.4505839e+00]",Bill Burr
"[-2.5380675e+02  9.4531487e+01 -4.3654265e+00  2.8269854e+01
 -1.0087940e+00  3.2737689e+00 -1.3220830e+01 -4.6117134e+00
 -2.7974716e+01  1.0334014e+01 -2.4255314e+01  7.1405191e+00
 -9.3096409e+00 -3.2155271e+00  1.6448216e-01 -3.1061983e+00
 -1.5635812e+01  4.5926967e+00 -8.6633797e+00 -8.5301704e+00
 -8.0237637e+00 -5.2200093e+00 -9.1537094e+00 -4.0575280e+00
 -6.2918968e+00 -3.9606609e+00 -5.1836648e+00 -4.8996086e+00
 -4.6660690e+00 -6.2875752e+00 -5.6131434e+00 -3.6403220e+00
 -5.9739180e+00 -1.9684268e+00 -5.3528547e+00 -1.4777620e+00
 -4.1272845e+00 -2.0979254e+00 -3.2380157e+00 -2.6107113e+00]",Andrew Santino
"[-3.1845560e+02  5.6316734e+01 -2.4043545e+01  2.5937229e+01
 -2.2396568e+01 -1.6188744e+01 -1.1042863e+01 -1.3031607e+01
 -1.6521749e+01  5.7228332e+00 -2.5356394e+01 -4.3666940e+00
 -1.2477460e+01  2.6858309e-01 -8.8015690e+00 -4.5693231e+00
 -5.4644132e+00 -4.4999113e+00 -6.3101530e+00 -1.0609586e-01
 -3.8274176e+00  2.7797160e+00  2.9340606e+00  6.5729485e+00
  1.3353462e+00  3.9201455e+00  1.1254219e+00  1.7036439e+00
  5.5011910e-01 -1.0019062e-01 -2.1404109e+00 -3.8100712e+00
  6.8955041e-02 -3.0178132e+00 -3.3686872e+00 -3.7893891e+00
 -5.2717371e+00 -8.0883600e-02 -3.4693322e+00 -4.8599372e+00]",Sofia Franklyn
"[-4.13841522e+02  5.14145126e+01  7.71825552e+00  2.10774612e+01
 -1.62543087e+01 -1.93280172e+00 -1.36083050e+01 -3.74661422e+00
 -1.42973900e+01 -7.49756050e+00 -1.06049452e+01 -7.09846258e+00
 -1.11996555e+01 -1.89186883e+00 -1.37484913e+01 -1.14219986e-01
 -8.67088699e+00 -6.90558672e+00 -8.71847630e+00 -3.40265632e+00
 -6.33298111e+00 -5.37717199e+00 -2.28862286e+00  1.29957986e+00
 -1.09156716e+00  2.64671111e+00 -2.35263109e+00 -1.30525291e+00
 -1.58587646e+00  3.21618229e-01  2.00715017e+00  9.87304866e-01
 -1.33905947e+00 -1.46604490e+00 -1.77788126e+00 -3.54793400e-01
 -1.81481528e+00 -9.92403746e-01  5.92171729e-01  2.52370858e+00]",Sarah Silverman
"[-4.03980988e+02  7.07153168e+01  1.11991205e+01  2.08173141e+01
  7.71942675e-01  3.39460325e+00 -5.50948572e+00  5.86968946e+00
 -1.92919433e+00  3.68452668e+00 -8.80204964e+00  5.08259439e+00
  1.74690259e+00  4.67384005e+00  6.37112677e-01  5.22126389e+00
 -1.94084191e+00  5.14413548e+00 -2.93774176e+00 -1.31747559e-01
 -2.42767262e+00  5.69390953e-01 -2.65318704e+00  6.93590701e-01
 -7.11229026e-01 -1.06381047e+00 -1.49260855e+00  2.77989268e+00
  4.70749903e+00  4.53538227e+00  3.04820228e+00 -2.05212548e-01
 -1.23908401e-01  1.47509682e+00  4.10202837e+00  4.00767326e+00
  2.35837364e+00  7.12608278e-01  4.05424207e-01 -4.91643250e-02]",Bill Burr
"[-3.7560129e+02  9.9395432e+01  1.1915547e+01  3.0723585e+01
  1.3491232e+00  3.1207144e+00 -1.4704381e+01 -3.9231113e-01
 -1.0375368e+01  3.1617601e+00 -1.4620300e+01  9.8257933e+00
 -1.1035548e+01 -1.1862310e+00  3.5142314e-02  9.3827176e-01
 -7.9114742e+00  3.6075583e-01 -7.0493517e+00  4.2151318e+00
 -7.7943530e+00  1.4213136e+00 -3.6014214e+00 -4.2136307e+00
 -3.5654702e+00 -1.6289548e+00 -3.6502569e+00 -2.2341337e+00
 -2.0730126e+00 -1.0915784e+00 -2.3731885e+00 -1.8352635e+00
 -2.7085669e+00 -7.9021209e-01 -2.2385461e+00 -2.6498830e+00
 -1.0502504e+00 -3.7027617e+00 -3.6286286e-01 -2.2833736e+00]",Bill Burr
"[-274.93082     118.32001     -70.01521      17.42803     -16.044262
  -31.43046     -37.431084    -45.083763    -29.256594    -36.30566
  -16.716972    -18.968075    -15.042283      1.0147918    -3.3696945
   -1.0226068    -6.564793     -0.3113812    -6.14106      -6.3940578
   12.132084     -0.45179796   -0.51580715    2.2289758    -1.2955406
    6.4665847     1.3206097     4.9582243     6.4522953     4.076175
    7.2375293     0.8719942     0.9656392    -0.956411     -2.9689856
   -0.4993638    -4.3817916    -5.3192997    -5.552601     -1.8728361 ]",Sarah Silverman
"[-4.4211646e+02  7.3249229e+01  4.4176140e+00  1.5695575e+01
  2.9615443e+00 -1.3631250e-01 -1.5486791e+00 -5.4576983e+00
 -3.8399553e+00  3.6501610e+00 -2.1185493e+00  6.2946663e+00
 -4.2596607e+00 -1.2831701e+00  1.7997650e+00 -2.3888688e+00
 -2.1582818e+00  4.8312235e+00 -3.0807097e+00  2.5958743e+00
 -4.9153366e+00  1.3116335e+00 -3.7597878e+00  9.5370501e-01
 -8.6051154e-01 -2.3378859e+00  3.3629772e-01  8.7312078e-01
  5.5572805e+00  5.0554380e+00  3.0881341e+00  4.3204671e-01
 -2.8205838e+00 -1.8642776e+00  7.3347580e-01  4.8557761e-01
  2.6386702e+00 -5.4555798e-01  1.5841866e+00  1.7039700e+00]",Bill Burr
"[-4.3584564e+02  4.2366779e+01  1.7263000e-01  3.3576397e+01
 -5.9562939e-01  1.7447319e+01 -5.7934742e+00  8.3682089e+00
  7.0063102e-01  1.0957830e+01 -4.2011480e+00  1.0723019e+01
 -1.9451182e-01  7.8634048e+00  3.7516921e+00  6.7393975e+00
 -3.5469301e+00  6.7531948e+00 -1.4322779e+00  4.4375143e+00
 -3.6264582e+00  5.6813703e+00  4.3807852e-01  2.3306663e+00
 -1.2676923e-01  3.0991542e+00 -8.2182997e-01  1.9769018e+00
 -1.7646449e+00  2.9354475e+00  1.5078029e-01  2.9152877e+00
  9.7696716e-01  2.5887866e+00 -4.9771649e-01  1.4061061e+00
 -1.2621871e+00 -6.7586255e-01  2.2786289e-01 -2.7260643e-01]",Bill Burr
"[-308.61218      71.08768       5.804699     35.596046      1.274741
   -2.193439    -12.5528965    -0.4491242   -15.089403      7.3757205
  -18.863394      8.327795     -8.438344     -1.3532549    -3.3477187
   -6.365873    -15.284775      2.5497174   -10.868067     -3.7134693
   -8.628118     -1.7218664    -8.202105     -4.8708496    -6.794322
   -3.127548     -6.7646546    -4.50801      -5.915673     -4.823841
   -5.226926     -3.4533947    -5.2232065    -1.7324157    -2.373339
    0.44041124   -2.2481573    -0.6766067    -1.8866522    -1.3861892 ]",Andrew Santino
"[-3.10178101e+02  1.16059586e+02 -1.55494127e+01  3.34570122e+01
  2.18877864e+00 -5.01274967e+00 -1.03768320e+01 -1.00994444e+01
 -1.22711134e+01  4.32826567e+00 -1.89723511e+01  9.90141964e+00
 -1.05656862e+01 -3.32330084e+00 -1.07743740e+00 -1.56161022e+00
 -1.00206041e+01  2.15621638e+00 -6.63726616e+00 -8.81960630e-01
 -9.94064522e+00 -1.49519479e+00 -4.31017733e+00 -2.55321693e+00
 -5.18235302e+00 -1.12867160e-02 -4.56303501e+00 -1.77880096e+00
 -3.65771508e+00 -2.06412220e+00 -4.27601910e+00 -2.36726642e+00
 -3.98591757e+00 -2.90519452e+00 -2.71837258e+00 -4.20897150e+00
 -1.86398685e+00 -5.52587271e+00 -3.25890827e+00 -4.83001804e+00]",Bill Burr
"[-358.72037      53.203266    -14.437562     -6.47803     -23.08807
   -8.734304    -13.687386    -11.2719965   -14.81113      -6.7876077
   -9.653647     -3.2432249    -6.157215      2.570147     -5.168027
    0.47865212   -8.763271     -4.8181686    -4.8483586    -1.7066599
   -3.4017766    -2.230013     -1.3196716     1.3092917     0.44801965
    2.3555226     3.659531      2.9483767     4.2584834     4.0800686
    1.3600215     1.5157567     2.5654938     3.0817175     2.0889504
    2.3577518     1.4248087     1.1278915     1.3602593     1.2957793 ]",Sarah Silverman
"[-3.6733582e+02  1.0298189e+02 -5.7781873e+00  5.2071114e+01
  1.2434988e+01 -3.4199028e+00 -1.9564556e+01 -8.4272137e+00
 -4.3744073e+00  1.9198616e+00 -1.8871357e+01  1.2978322e+01
 -1.3556102e+01  5.4196900e-01  8.9426064e-01  7.6860446e-01
 -9.5528564e+00  3.1711152e+00 -1.1075511e+01 -2.5479928e-01
 -8.6857443e+00 -1.6569794e+00 -4.4961352e+00 -2.2183340e+00
 -2.6098478e+00 -4.8122159e-01 -4.0089068e+00 -1.6722518e+00
  1.0286117e-01 -4.8469510e+00 -1.4483268e+00 -2.1820183e+00
 -3.7434378e+00 -1.8823698e-01 -4.0674038e+00 -1.4547858e+00
 -1.2840950e+00 -2.4700422e+00 -8.4071249e-02 -2.0681562e+00]",Bill Burr
"[-288.30978      86.838875     -5.18564      35.60517       3.716941
    0.59352136  -20.92387      -2.5831158   -15.840006      3.2372527
  -18.541508      5.2914543    -9.125271     -2.276164     -5.2104683
   -3.434899     -9.71203       0.65889037  -10.2367935    -0.5243612
   -8.751165     -1.996593     -6.6810656    -4.7221875    -4.411914
   -5.8607044    -7.040251     -4.265006     -6.210496     -4.055677
   -3.6794553    -3.0097282    -1.811112     -1.7230257     0.6289103
    1.4559419     4.3949757     4.0920076     4.119022      3.0141644 ]",Andrew Santino
"[-3.2459958e+02  1.0333552e+02 -1.2295119e+01  3.3915176e+01
  1.1061595e+01  1.1263440e+00 -1.4575540e+01 -9.8910980e+00
 -1.1079577e+01  1.4794640e+01 -2.0125366e+01  1.2153896e+01
 -1.2623168e+01  2.0053616e+00 -1.9452381e-01 -5.8787384e+00
 -9.2980757e+00  1.7219573e+00 -1.3171917e+01  4.3779829e-01
 -1.2125299e+01 -2.0308335e+00 -6.6290345e+00 -5.0236511e+00
 -3.9055564e+00 -6.1531720e+00 -5.6157517e+00 -4.9003830e+00
 -5.3817172e+00 -5.0169344e+00 -2.4438615e+00 -5.1819124e+00
 -4.6867371e+00 -4.8402777e+00 -5.4217906e+00 -4.7782879e+00
 -5.5541768e+00 -4.4394398e+00 -4.0464501e+00 -4.4237924e+00]",Andrew Santino
