feature,class
"[-208.2412      79.94235    -36.265602    22.023289   -24.240599
  -12.161178   -21.525057   -13.760227   -32.654095     6.7753086
  -19.781355    -1.3380387  -17.265419     2.0599816  -13.638782
  -11.63683    -11.549703    -4.309952   -12.79539     -3.4029224
   -9.005126    -8.3368025   -9.036995    -2.983864   -15.81152
   -2.7167544   -9.539645    -1.0891407    6.969993     3.548534
   11.623034     8.729583    10.583196     8.16713      3.9686697
    3.175412    -1.339423     1.2200928   -1.4708632    1.1642393]",Sofia Franklyn
"[-3.3786212e+02  9.3219780e+01 -6.8188810e+00  2.1851103e+01
  2.8750098e-01 -1.9705172e+00 -9.1056576e+00 -4.3359113e+00
 -8.7407837e+00  6.5055618e+00 -1.2005744e+01  9.7901163e+00
 -8.3564358e+00  8.8348663e-01 -3.5171511e+00 -6.2614479e+00
 -9.3854713e+00  7.2106600e-01 -8.4210129e+00 -7.3553210e-01
 -7.8430982e+00 -1.8944843e+00 -5.4359655e+00 -5.9582753e+00
 -2.0805514e+00 -5.3154387e+00 -3.7452044e+00 -5.7800512e+00
 -3.8342769e+00 -4.0940394e+00 -3.2906978e+00 -3.5820966e+00
 -2.5534658e+00 -3.3973494e+00 -3.8189700e+00 -2.5596902e+00
 -3.5758820e+00 -3.0154331e+00 -2.9320283e+00 -3.3783789e+00]",Andrew Santino
"[-335.86575     90.90333     -1.1812977   24.023743    -7.788937
   -6.251307   -18.270609    -9.000142   -13.350332   -10.935537
   -8.793772    -9.723859   -11.432829    -5.441814   -12.637602
   -8.587344   -14.187159    -4.902331   -12.718076    -5.8560176
   -7.716595    -7.253442    -7.394014    -2.7738955   -7.0283985
   -6.212733    -5.042045    -7.2204785   -4.550872    -5.854754
   -5.0980687   -6.0401917   -4.683834    -2.1025949   -2.4094064
   -1.9092764   -2.122465    -1.9723598   -1.5515342   -0.8176194]",Sarah Silverman
"[-3.05185242e+02  7.35188522e+01 -1.42324650e+00  2.73165760e+01
  5.29609299e+00 -3.77186686e-02 -1.79756851e+01 -7.68948126e+00
 -1.68645020e+01  8.80174351e+00 -1.61779232e+01  5.35216427e+00
 -1.01914501e+01  3.03368711e+00 -3.83982444e+00 -3.42057538e+00
 -9.68235874e+00  2.17450190e+00 -1.12743635e+01 -4.39859056e+00
 -9.01960182e+00 -3.63440442e+00 -9.42924309e+00 -3.81606674e+00
 -8.44258881e+00 -3.57116699e+00 -6.04539394e+00 -3.48763633e+00
 -4.60467672e+00 -3.61418056e+00 -1.25486887e+00 -1.43521595e+00
 -5.13425350e+00 -1.43636250e+00 -3.67898059e+00 -1.62874293e+00
 -2.59155107e+00 -4.08640504e-02 -2.85732776e-01  2.00699639e+00]",Andrew Santino
"[-3.9409058e+02  9.5136246e+01 -1.2614579e+01  2.5696241e+01
  5.8882520e-02 -4.3066602e+00 -2.2916739e+01 -9.9221020e+00
 -1.5304231e+01  1.5957659e+01 -2.5267368e+01  6.6448574e+00
 -1.2450683e+01  1.5785813e+00 -6.9638038e+00 -8.0570717e+00
 -1.1883224e+01 -2.4898150e+00 -7.0213251e+00 -4.0834489e+00
 -1.4429896e+01 -8.4223258e-01 -9.5085468e+00 -4.7002993e+00
 -5.2026916e+00 -8.5283575e+00 -3.9251716e+00 -7.8983865e+00
 -3.7884741e+00 -9.4244108e+00 -4.7576637e+00 -3.5595524e+00
 -8.2517653e+00 -4.5668726e+00 -5.6440225e+00 -5.7456903e+00
 -6.8131409e+00 -5.3688068e+00 -5.8392701e+00 -5.0813661e+00]",Andrew Santino
"[-3.4394324e+02  1.0716058e+02 -3.4693689e+00  2.3839874e+01
  1.3076844e+00 -2.6321299e+00 -8.5112600e+00  5.2124465e-01
 -5.7620077e+00  6.7630806e+00 -8.2854586e+00  4.9446945e+00
 -8.3777752e+00 -9.4890517e-01  4.3921256e+00  4.7140238e-01
 -1.0081711e+01  2.2020817e+00 -4.5963621e+00 -1.0357906e+00
 -8.6240778e+00  3.4820187e-01 -4.8545408e+00 -1.0426956e+00
 -1.8544496e+00 -1.2132717e+00 -3.2351737e+00 -1.7360942e+00
  4.2206585e-01 -3.0124300e+00 -1.0264717e+00 -1.3321064e+00
 -3.3274696e+00 -1.5750042e+00 -2.7184119e+00 -1.9647256e+00
 -1.3483393e-01 -4.1529393e+00  2.2191396e-03 -2.3938961e+00]",Bill Burr
"[-4.1557520e+02  9.1608833e+01  1.2228586e+01  1.9801037e+01
  8.1892595e+00  3.1808102e+00  4.4367995e+00  4.6122298e+00
 -4.0849252e+00  1.3832833e+01 -1.7301052e+00  1.4135151e+01
 -9.8487300e-01  1.9004060e+00  2.4223139e+00  3.0762351e+00
 -2.1382382e+00  3.0582600e+00 -2.8545935e+00  1.3575733e+00
 -4.7898827e+00  2.1186349e+00 -5.9531760e+00 -1.9678327e+00
 -3.1210201e+00  3.8591507e-03 -9.3078506e-01  7.5822228e-01
 -1.1923763e+00 -2.0568142e-02  7.2190452e-01 -1.0699434e+00
 -1.8730128e+00  1.8693745e-01 -8.6119431e-01 -5.1276958e-01
 -2.3664744e+00 -6.9886076e-01 -1.2326978e+00 -5.8792919e-01]",Andrew Santino
"[-2.78741730e+02  8.50761566e+01 -3.51488380e+01  1.14046373e+01
 -1.59306669e+01 -5.81875086e+00 -1.52819920e+01 -1.56256008e+01
 -1.80817966e+01  4.05749655e+00 -1.51899023e+01 -4.19760036e+00
 -1.11055136e+01  2.15413237e+00 -6.79340363e+00 -9.86565590e+00
 -5.53800011e+00 -2.83340597e+00 -1.28347254e+01 -1.50764453e+00
 -8.29228020e+00 -5.09306860e+00 -7.39630508e+00 -1.29345787e+00
 -1.04050465e+01 -1.51828444e+00 -8.61951447e+00 -2.44240880e+00
 -2.07894397e+00  3.09616804e-01  4.83426332e+00  3.19945717e+00
  6.51405716e+00  3.15092754e+00  2.39364505e+00  1.77755654e+00
  1.59003389e+00  2.23984766e+00 -1.69906700e+00  1.07874215e-01]",Sofia Franklyn
"[-324.13382      79.09882     -14.863301     25.179665     -0.35996825
   -6.498153    -10.155667     -2.7467473   -19.527534      7.602031
  -14.048154      7.2692566   -11.826866      0.82854193   -5.751376
   -3.1011167   -11.129032      3.5199974    -8.532304     -1.1286982
   -3.440778     -2.395572     -3.155024     -3.0225756    -3.8356397
   -4.85323      -3.7756245    -3.7196558    -3.746369     -3.5644298
   -5.0417857    -2.8530009    -3.60302      -2.4576268    -3.1329234
   -2.7533464    -1.9344645    -1.7410123    -2.0283282    -1.5405241 ]",Andrew Santino
"[-3.56242157e+02  1.03102264e+02 -3.95900631e+00  2.62358150e+01
  1.39162636e+01  3.69243646e+00 -8.97883129e+00 -5.82944250e+00
 -1.14515829e+01  1.48826771e+01 -1.29922667e+01  1.32048931e+01
 -8.00738049e+00  2.50552249e+00  3.71873474e+00 -3.48789454e+00
 -5.86498833e+00  2.55578375e+00 -4.25001574e+00 -2.59728026e+00
 -5.97883368e+00 -1.52331471e+00 -3.33994389e+00 -2.29966640e+00
 -2.96469450e+00 -1.68726504e-01 -1.71621144e+00 -1.83990562e+00
 -1.42663789e+00 -3.05338669e+00 -1.32003963e+00 -9.60877359e-01
 -4.01051378e+00 -8.13257635e-01 -2.42304850e+00 -9.72834766e-01
 -1.25633800e+00 -6.15392983e-01 -2.28149056e+00 -8.51129174e-01]",Andrew Santino
"[-310.65002      88.064964      2.3705604    28.914268      8.459731
   -0.5690064   -11.41598      -3.4754398   -14.950901     12.406436
  -19.743273      4.247494     -9.859904     -0.37678215   -4.890201
   -1.4073062    -8.880635      2.0974593    -5.4561114    -5.267713
  -10.292278     -3.0781164    -8.968223     -5.8680596    -4.2158713
   -4.723064     -5.591769     -3.4674478    -5.4096036    -4.439559
   -6.4452467    -2.4611287    -5.9838076    -2.9616098    -5.1490684
   -1.639594     -4.9735246    -4.8093357    -3.58065      -4.5920763 ]",Andrew Santino
"[-3.1739609e+02  1.0814629e+02 -2.3041050e+00  3.5174702e+01
 -5.5973611e+00  4.0259175e+00 -8.6106930e+00  2.9587400e+00
 -1.6566952e+01  8.9710922e+00 -1.2574986e+01  8.9560585e+00
 -8.5207930e+00  5.2869916e-01  2.8698978e-01  2.4709747e+00
 -8.0135841e+00  3.6458292e+00 -6.7181225e+00  2.7994664e+00
 -9.0519629e+00  1.6151594e+00 -5.0762262e+00 -2.1632435e+00
 -3.8842165e+00  4.5739138e-01 -2.1773283e+00 -2.3453474e+00
 -2.0011428e-01 -6.7192078e-01 -1.4859142e+00 -4.0768531e-01
 -2.6874616e+00  3.5016510e-01 -2.2934186e+00 -9.9253201e-01
 -1.4654862e+00 -4.3692551e+00 -1.9026983e+00 -3.3175311e+00]",Bill Burr
"[-296.23035     90.324295    -3.888194    29.256636     5.564808
    2.9734282  -13.427006    -5.3542027  -15.537144     9.869945
  -17.128805     7.936992    -7.9284534   -1.8508248   -0.9799961
   -3.4300995   -8.694156    -1.1988455   -7.92533     -4.4048376
   -9.678705    -3.5263062   -8.134119    -5.3560853   -5.279895
   -4.310984    -5.1801505   -4.7706943   -4.574956    -4.8265486
   -3.9407046   -3.5753763   -4.3739514   -2.6839366   -4.653558
   -2.6297622   -4.138879    -2.271136    -1.3889102   -0.6022484]",Andrew Santino
"[-2.3859267e+02  7.1928917e+01 -2.8160891e+01  1.9094366e+01
 -1.4001524e+01 -6.4236035e+00 -2.2407211e+01 -1.0667102e+01
 -1.8050852e+01  1.6849984e+00 -2.0210001e+01 -2.9851639e+00
 -8.5221119e+00  3.6472588e+00 -1.1274596e+01 -1.4052184e+00
 -6.6276340e+00 -3.8088562e+00 -1.1655777e+01 -1.8013965e+00
 -7.8572631e+00 -2.9644244e+00 -5.4908786e+00  3.5106738e+00
 -6.1881218e+00  6.1864429e+00 -2.4553449e+00  5.2031031e+00
  7.4562591e-01 -4.5191463e-02  3.5854816e+00 -2.0454676e+00
  5.0862211e-01 -2.8014090e+00 -4.7778811e+00 -3.2937009e+00
 -4.6532435e+00 -1.4316760e+00 -3.6961281e+00 -2.4735763e+00]",Sofia Franklyn
"[-315.53937      87.96612      13.706157     30.863117     -3.1961138
    6.7154083   -22.066017     -6.9613395   -15.884591     -9.732793
  -11.640724     -5.8494053   -15.891761     -1.0989027   -12.827475
   -5.3057513   -17.02889      -3.399978    -13.256162     -7.540586
   -8.283773     -6.051965     -8.862587     -0.62106127   -5.6111875
   -6.3720527    -4.824537     -5.6883574    -6.055064     -4.835507
   -5.472077     -5.2400074    -5.9218674    -3.7978833    -5.332976
   -4.77394      -6.526939     -4.567261     -6.007852     -4.4511275 ]",Sarah Silverman
"[-280.57635     106.31589     -14.642454     23.521666      2.0641425
   -4.1739144    -9.497067     -2.3039038   -19.041422     16.840837
  -18.490164      9.4215145    -8.963985     -2.139111     -4.131099
   -2.5696723    -8.655698      0.36067227   -9.468321     -3.9177532
   -7.626939     -2.4144154    -7.204821     -5.0163455    -3.664176
   -7.0859375    -3.3476076    -7.172043     -5.4518733    -3.739872
   -4.8809505    -3.9603052    -5.2994213    -5.613342     -5.4434166
   -4.992918     -5.958277     -3.9572458    -4.5979176    -3.341111  ]",Andrew Santino
"[-2.9642584e+02  1.0204899e+02 -6.1782131e+01  2.2995731e+01
 -3.8669151e+01 -5.4997087e+00 -6.5365524e+00 -9.7722483e+00
 -3.7243649e+01 -7.8817239e+00 -8.0897799e+00 -1.9045963e+01
 -7.7542815e+00 -2.5643244e+01 -5.0716662e-01 -6.3118725e+00
 -1.1240804e+01 -5.4219999e+00 -6.8029466e+00 -7.5597835e+00
 -1.1582237e+01 -4.1245694e+00 -7.5263658e+00 -7.3140340e+00
 -5.8194858e-01 -3.3782930e+00 -4.8089800e+00 -1.4830195e+00
 -3.9042252e-01 -2.4398556e+00 -9.1644341e-01 -1.1555421e+00
 -2.0169356e+00 -2.7875595e+00 -3.1129222e+00 -4.0236045e-02
 -2.2137060e+00 -2.2508883e+00 -1.5415745e+00  3.5252029e-01]",Sarah Silverman
"[-2.92773529e+02  8.45080490e+01 -2.01772881e+00  2.53955650e+01
 -1.17053255e-01 -6.03385866e-01 -6.99346161e+00 -5.69841957e+00
 -6.06816053e+00  4.57753944e+00 -8.08495808e+00  9.47473049e+00
 -9.49920654e+00  8.61547947e+00  3.29726553e+00 -6.77150369e-01
 -5.74829578e+00  5.93087101e+00 -5.52481985e+00  9.32546914e-01
 -6.92307377e+00  2.21189117e+00 -3.66147709e+00 -2.27714062e+00
  5.02775311e-01  1.19672783e-01 -1.04062009e+00 -6.49201512e-01
  1.38376439e+00 -8.30467463e-01  1.63224161e+00 -1.70501530e-01
 -4.02401000e-01 -3.70074749e-01 -1.42964590e+00 -7.94918597e-01
 -8.17828596e-01 -3.15875077e+00  4.90971595e-01 -7.61616886e-01]",Bill Burr
"[-303.1945       94.43174       4.6556416    21.535252     -3.6338463
   -6.7724566   -20.997402     -4.5588717   -20.402351      8.483354
  -16.79774       0.41549417  -14.992718      1.5860437    -9.479684
   -8.379168     -7.2683873     0.8367456   -12.86001       1.4860042
   -7.255183     -5.6921344    -3.7825491    -6.7807856    -4.1113343
   -7.721656     -5.9850144    -5.8002696    -6.4820704    -1.6785915
    0.34609684    1.0658236     2.5136027     1.1514399    -1.6217011
   -1.5571356    -1.6486019     2.3487675     1.8264127     2.5058448 ]",Andrew Santino
"[-224.57736      78.06135     -21.368076     21.053442    -17.935848
  -24.545826    -26.2993      -19.21682     -21.886951      4.024149
  -27.580048      0.6454467   -17.50414       8.218908    -14.54742
   -9.151981    -10.171864     -8.406541    -12.50546       0.48162502
  -12.483517     -3.7380674    -2.8080943     0.7464353    -4.461183
    0.8928632    -4.968372      1.2822622     4.130315      8.7461605
    9.064427      4.6690574     6.8140173     0.9262496    -0.7522274
   -2.7218335    -4.481682     -0.9915917    -2.5629518    -2.2923152 ]",Sofia Franklyn
"[-2.85512238e+02  8.67220993e+01 -1.75385113e+01  2.95460224e+01
 -1.33577976e+01 -6.93558216e+00 -2.85421848e+01 -1.69627857e+01
 -4.02743626e+00  9.28985029e-02 -2.72312107e+01 -8.47385788e+00
 -1.28340864e+01  2.23762298e+00 -1.08755474e+01 -1.01432085e+01
 -1.12845564e+01 -1.15050054e+00 -1.00436630e+01 -2.30831146e+00
 -8.04602242e+00 -9.21151066e+00 -6.93805599e+00 -1.24872851e+00
 -7.39451694e+00 -1.67659163e+00 -6.65841627e+00 -3.26317763e+00
 -9.13179636e-01 -1.94472063e+00  1.50743639e+00 -2.33278656e+00
  2.47347665e+00 -1.07008076e+00 -2.92082250e-01 -1.64722753e+00
 -3.89716244e+00 -1.05183911e+00 -1.08379531e+00 -6.81470782e-02]",Sofia Franklyn
"[-3.5432352e+02  6.1725159e+01  2.3055623e+00  9.1811264e-01
 -2.1548019e+01  6.1778796e-01 -1.9831078e+01 -1.0751433e+01
 -1.5281320e+01  1.0399531e+00 -3.0641723e+00  3.7045016e+00
 -3.9303403e+00  7.2729931e+00 -1.1468054e+01 -3.2197561e+00
 -1.1961674e+01 -2.0676658e+00 -1.0770588e+01  2.3057368e+00
 -3.0849118e+00 -2.4587369e+00 -3.0499849e+00  1.1723869e+00
 -1.4107149e+00  3.3593881e+00  2.0629503e-01  4.8077640e-01
  1.5195390e+00  4.9812174e+00 -5.5174977e-01  7.4839413e-01
  7.9065180e-01  2.3597546e+00 -2.0325911e+00 -1.0863876e+00
  1.1115094e+00  2.2734802e-02 -1.1903853e+00 -7.4986821e-01]",Sarah Silverman
"[-4.5589841e+02  7.2925415e+01 -3.6377645e+00  3.1236612e+01
  8.4584436e+00  1.2478637e+01  9.4892740e+00  1.6766235e+01
  6.3509197e+00  1.4500844e+01  3.9524484e+00  7.9194531e+00
  3.5172591e+00  4.6662670e-01 -5.1966202e-01  1.3934256e+00
 -6.8438834e-01  1.7089734e+00  1.3345108e+00  1.1744603e+00
  4.0868822e-01  6.9969645e+00  4.8113599e+00  8.1317692e+00
  9.2480965e+00  4.7264595e+00  5.4585718e-02  8.1197053e-01
 -9.1221857e-01  4.2843530e-01  3.2890038e+00 -1.8129399e-01
  1.9391377e+00  1.2357831e+00  2.0638051e+00  3.0920835e+00
  2.1007645e+00 -1.2664001e+00  2.4809034e+00  2.9470377e+00]",Bill Burr
"[-2.12505890e+02  7.79388475e+00 -1.07987099e+01  2.87959614e+01
 -2.32365952e+01  1.06926155e+01 -1.53550768e+01 -5.84732723e+00
 -2.51730328e+01  5.94672298e+00 -1.50779552e+01  9.36662483e+00
 -1.43730736e+01  9.68106747e+00 -8.23703480e+00  6.00770760e+00
 -1.01703968e+01  3.01033354e+00 -1.38872890e+01  3.29524100e-01
 -4.52448177e+00  2.12601042e+00 -1.04837763e+00  1.07154350e+01
  2.62651777e+00  1.27547798e+01  1.05895119e+01  1.19649963e+01
  1.00838194e+01  7.19487238e+00 -1.58594298e+00 -2.38692760e+00
  9.94124770e-01  2.85527563e+00  2.77351451e+00 -1.28191465e-03
 -2.23833606e-01  7.13813305e-01  3.39430022e+00 -1.18638009e-01]",Bill Burr
"[-3.95434235e+02  3.45585480e+01 -4.87867594e-02  1.00361643e+01
 -1.38633232e+01 -1.08123674e+01 -2.06741238e+01 -6.80971289e+00
 -2.31741886e+01 -1.21073170e+01 -1.48974905e+01 -5.50775623e+00
 -1.15320759e+01 -1.84812474e+00 -5.65476561e+00  4.03171825e+00
 -2.60055989e-01  3.30489182e+00  2.66314566e-01  1.93290913e+00
 -1.40350759e+00 -1.71085966e+00  2.31382206e-01  3.81374288e+00
 -4.79683846e-01  6.66461825e-01 -2.45798850e+00  1.97937536e+00
  1.22085059e+00 -1.33721149e+00  2.30565548e+00  1.07082796e+00
  1.52821326e+00  1.30368292e+00  9.60423112e-01  1.16303527e+00
  2.98338085e-01 -1.55363277e-01  1.49841380e+00  8.27793658e-01]",Sarah Silverman
"[-3.2223441e+02  6.4676186e+01 -1.5754429e+01  2.6239271e+01
 -1.3738402e+01 -9.2798147e+00 -1.9378958e+01 -1.2885233e+01
 -1.3609348e+01 -2.4155376e+00 -1.8302612e+01 -4.5224018e+00
 -1.0769476e+01  1.1346494e+00 -1.2195623e+01 -7.8588672e+00
 -1.2006047e+01 -1.3710011e+00 -7.3470016e+00 -3.9987409e+00
 -5.6003695e+00 -8.9887161e+00 -6.7278833e+00 -1.9745542e+00
 -7.6177449e+00  2.0955609e-01 -3.0144684e+00 -9.2639250e-01
  1.6890686e+00 -2.2912567e+00  8.7574619e-01  1.5444480e+00
  5.0417705e+00  2.4837282e+00  4.6227913e+00  4.4059110e-01
 -7.5822598e-01  3.8909215e-01 -1.1736001e+00 -2.2985737e+00]",Sofia Franklyn
"[-3.0790933e+02  8.0243065e+01 -9.0435820e+00  3.7236420e+01
 -2.2477708e+00  2.8124921e+00 -6.9536304e+00  2.6228902e+00
 -5.2139182e+00  5.6624913e+00 -1.1456726e+01  8.5298109e+00
 -8.1799088e+00  3.3072696e+00 -1.0591289e+00  2.0643365e+00
 -6.1413417e+00  3.6033850e+00 -6.5935025e+00  1.3853423e-01
 -3.6575503e+00  1.9897971e-01 -3.0349107e+00 -1.0298529e+00
 -2.5170760e+00 -1.4522897e+00 -2.2828188e+00 -2.1007817e+00
  3.0241001e-02 -1.7115324e+00 -2.5077589e+00 -1.6237640e-01
 -3.0540652e+00 -8.1898522e-01 -2.6969430e+00 -2.9286056e+00
 -9.9491131e-01 -1.7188232e+00 -7.7778548e-02  1.2576739e+00]",Bill Burr
"[-234.9552      108.426956    -23.57972      32.574474     12.73197
   -5.1076937   -12.67133     -11.7211      -14.97355      16.270945
  -20.478096     16.510384    -14.346642      0.64767146   -3.0755389
   -3.2523994   -11.547877      2.6378253   -10.519112     -5.120358
  -10.41326      -0.29557928  -11.507852     -3.293985     -6.198633
   -3.2227786    -6.6113167    -6.010302     -5.07377      -6.271184
   -6.3178663    -4.9970794    -5.8734193    -4.154992     -6.5940704
   -3.663322     -3.2888925    -4.1712017    -3.313241     -4.062646  ]",Andrew Santino
"[-4.8818460e+02  8.7574051e+01  2.2486773e+01  3.8583858e+01
  9.8139677e+00  5.5455036e+00 -7.4144139e+00  2.3376095e+00
 -6.5281734e+00  6.6747785e+00 -8.2147827e+00  9.0345001e+00
 -8.4399729e+00  4.8486228e+00 -3.7925215e+00  5.2182512e+00
 -7.3534775e+00  3.5703940e+00 -1.8109078e+00  5.2050322e-01
 -5.6982255e+00 -3.0074534e-01 -3.4456897e+00  1.0890799e+00
 -3.1672285e+00  3.7900627e-02 -1.4911168e+00 -7.7155650e-01
 -2.8896976e-01  1.4474527e-02 -1.4702718e+00 -1.5355140e+00
 -1.3548923e+00  1.3411284e-02 -2.5798211e+00 -1.8958390e+00
 -8.2879400e-01 -1.9290911e+00 -1.8721937e-01 -1.5276519e+00]",Bill Burr
"[-3.4106616e+02  7.9599075e+01 -1.9911814e+01  4.6008003e+01
 -6.4598861e+00 -1.4054665e+01 -2.3319771e+01 -2.5313151e+00
 -2.3902380e+01  1.1211194e+01 -3.1998125e+01  7.7152939e+00
 -1.0415193e+01 -1.6085609e+00 -1.0304684e+01 -5.9061532e+00
 -1.3545233e+01 -2.4563737e+00 -8.2503815e+00 -4.2034717e+00
 -1.4344742e+01 -2.4888426e-01 -1.0191858e+01 -6.8474021e+00
 -4.0101585e+00 -9.3429461e+00 -3.1658199e+00 -9.3274355e+00
 -2.6754508e+00 -8.0678320e+00 -5.2503800e+00 -5.6008906e+00
 -5.7756214e+00 -5.6357064e+00 -4.4981132e+00 -3.3268471e+00
 -2.4075463e+00 -2.8976741e+00 -2.3151934e+00 -1.0619048e+00]",Andrew Santino
"[-4.34168396e+02  4.25634041e+01 -1.42879305e+01  7.58755386e-01
 -1.04842186e+01 -8.32084656e+00 -6.18154526e+00 -1.95309770e+00
 -7.45272398e+00 -2.61401772e+00 -8.34754562e+00 -5.60610914e+00
 -3.50857663e+00 -1.49632537e+00 -5.54547882e+00  1.17442024e+00
 -1.58155990e+00  4.39523458e-01  6.87197208e-01  1.30189121e+00
 -2.43393555e-02  1.59784639e+00 -6.23082399e-01  9.38659668e-01
 -3.71097636e+00 -1.36850369e+00 -3.66472512e-01 -2.34342456e+00
 -2.28846717e+00 -2.30022764e+00 -1.61693788e+00 -2.15613508e+00
 -2.04634976e+00 -8.18404734e-01 -1.27914086e-01 -2.22461891e+00
  9.57885027e-01 -1.27976036e+00 -6.91581845e-01 -1.21012712e+00]",Sofia Franklyn
"[-3.4311359e+02  8.8223007e+01 -1.2821578e+01  3.5756603e+01
  1.2805676e+01  3.0294219e-01 -1.2498632e+01 -6.3180799e+00
 -7.4937040e-01  1.0443489e+01 -1.0831396e+01  1.1709122e+01
 -6.7266841e+00  8.9102716e+00 -3.1544991e+00  3.4977257e+00
 -7.2027636e+00  8.1006098e+00 -6.1426430e+00  1.1626543e+00
 -6.5212231e+00  4.0657887e-01 -2.8922796e+00 -1.4305794e-01
 -1.6690196e-01  1.7121903e+00 -9.7081435e-01 -1.2623303e+00
 -7.2473228e-02 -1.8796575e-01  4.8554966e-01 -3.0170241e-01
 -1.3402835e+00  4.4945547e-01 -1.4734746e+00 -9.1976100e-01
  5.2526187e-02 -1.3654747e+00 -9.3640631e-01 -9.7022682e-01]",Bill Burr
"[-2.6323364e+02  5.0302315e+01 -3.8098841e+00  6.6221069e+01
 -1.4595404e+00 -3.7814803e+00 -1.6937422e+01 -1.1542380e+00
 -1.1944022e+01 -6.5183825e+00 -1.7142954e+01  1.2925428e+01
 -2.4621969e+01  5.7269735e+00 -4.5623598e+00 -4.4891210e+00
 -8.3797779e+00  4.4092960e+00 -1.1956778e+01  1.7361182e+00
 -1.1585112e+01  2.4370961e+00 -4.7639928e+00 -4.7574873e+00
 -2.6137936e+00 -3.4052975e+00 -6.0358844e+00 -1.2939680e+00
  3.2018995e-01 -3.4332385e+00 -2.0434918e+00 -2.1276355e+00
 -4.4050603e+00 -3.9658351e+00 -3.7591398e+00 -4.5881190e+00
 -1.8031774e+00 -2.8033879e+00 -2.2268668e-01  7.5742918e-01]",Bill Burr
"[-3.0499768e+02  7.0060333e+01 -8.0532370e+00  1.4718247e+01
 -1.4449549e+01 -6.4069929e+00 -3.1569460e+01 -1.1697072e+01
 -2.0561213e+01 -8.6280222e+00 -8.7855597e+00 -6.9164391e+00
 -1.1392487e+01 -9.2512102e+00 -1.1284881e+01 -8.7709723e+00
 -1.5354800e+01 -3.4403677e+00 -1.1764832e+01 -2.3765326e+00
 -5.1138897e+00 -4.1056862e+00 -8.9553595e+00 -1.5460695e+00
 -1.1011908e+01 -3.3228655e+00 -5.2525668e+00 -4.5798750e+00
 -3.3051131e+00 -5.1412740e+00 -3.0534232e+00 -1.3046827e+00
 -9.6243817e-01 -2.1639344e-01 -7.3346835e-01  7.1703279e-01
  1.4415152e+00  2.7360761e+00  3.0757110e+00  5.6188927e+00]",Sarah Silverman
"[-353.082       91.438896    -1.073402    25.52491     -6.0923305
   -4.7536325  -14.503686    -4.767154    -8.933258    -6.6923194
   -9.849185    -7.428845   -13.443139    -5.7419906  -15.571512
   -7.829985   -10.96059     -7.4216704   -8.363167    -3.703547
   -4.163774    -5.270142    -4.8853154   -2.1602025   -3.7146828
   -4.1614184   -0.7495858   -3.6101131   -2.237412    -1.6418272
   -4.289291    -5.9537034   -4.0339975   -3.0172853   -3.8353434
   -3.359522    -5.552002    -4.031801    -3.6230888   -3.450275 ]",Sarah Silverman
"[-294.7337       77.87349     -24.772009      9.715298    -20.287842
  -15.075993    -15.3083105   -15.173735    -19.989061      3.0220292
  -18.100176     -1.8079032   -11.387334      1.5379808   -11.627748
   -9.215955     -7.033943     -5.108704    -10.131367     -3.5104156
   -5.275775     -2.4148765    -4.0288763     2.3674686    -2.9242487
    7.345291      2.9204674     4.2923193     2.178749      0.504632
   -0.6691669    -3.5179172     0.60932624   -0.38749263   -2.3801985
   -1.4309131    -2.8464868    -1.6216371    -3.6199012    -2.2640338 ]",Sofia Franklyn
"[-3.6330405e+02  6.8336525e+01 -1.3463638e+01  1.4804813e+01
 -1.1129763e+01 -7.2519836e+00 -2.0548803e+01 -4.9029412e+00
 -1.3955427e+01 -9.2352905e+00 -1.0117626e+01 -5.8992229e+00
 -1.2541031e+01 -7.6423249e+00 -1.7151369e+01 -6.7071037e+00
 -1.5297301e+01 -8.7728071e+00 -1.0414568e+01 -3.8128788e+00
 -5.6838107e+00 -6.5147724e+00 -3.9873385e+00 -2.2556827e+00
 -5.7087760e+00 -2.0098357e+00 -2.7694454e+00  1.1409427e+00
  2.1599364e+00  1.0130637e+00 -8.8642687e-01 -3.2511036e+00
 -2.4515748e+00  8.4386706e-01  1.1278440e-01  2.3552465e+00
  1.0619851e+00  8.3083516e-01  1.5655223e+00  1.7955518e+00]",Sarah Silverman
